,board_PMMY8,board_J8KGR,board_9DLD4,board_DVO7K,board_0SPP5,board_S6PSU,board_7H31Q,board_BKNKC,board_1PAIL,board_6GFZE,board_S9H7R,board_8PLUM,board_2BVVC,board_3L1VZ,board_KEKWR,board_4VRAT,board_G6I4H,board_06W2Y,board_0FXIN,board_9FU2B,board_Y0TI1,board_MYBTE,board_C4ZUT,board_ZT4LG,board_WWZBL,board_4M4SX,board_J2S4U,board_PVWQM,board_FQ2QX,board_N9AIT,board_GJ2C2,board_4OUHC,board_MX1I3,board_33MVH,board_7AX3T,board_FA8OY,board_PLSEO,board_58MY8,board_175XC,board_J2PAI,board_IRPBX,board_9MY01,board_J239W,board_RA8BI,board_QG30R,board_DKBWB,board_2YRW7,board_Z3J4L,board_HUY4G,board_MLTCS,board_KJ2JD,board_QNKZQ,board_6OTTK,board_XNF52,board_7CEMF,board_AIDEH,board_YOTR2,board_WC2F5,board_YZPKF,board_MUY7A,board_L5QQO,board_FQT0S,board_VMLZR,board_YV8SU,board_UJ336,board_5VVIZ,board_IEZ7V,board_IZLVC,board_IMV22,board_ABDT7,board_MJUKQ,board_6V1X7,board_KY5LZ,board_O8XEE,board_2ORE6,board_US5RO,board_3KLQX,board_EHEGG,board_4YA7I,board_IV8Q7,board_A4OT3,board_KAXVZ,board_52H1V,board_MK8V8,board_UAC99,board_3DIVI,board_E8NFP,board_2G1WV,board_AL5JB,board_UEZST,board_IDSDL,board_623VM,board_2GIDI,board_V48AM,board_GOWER,board_D1W3J,board_GY15A,board_K9VSP,board_ET2E2,board_2OHWK
201.010101010101,-49.21188136918465,-52.70523006315929,-50.13272796291609,-51.56684222918773,-50.403953154247525,-49.69928871254527,-50.11093825125528,-51.06782826447195,-49.25476801298752,-51.264795156161284,-48.54930318830375,-50.83257026058282,-50.69274893218166,-52.060963332128665,-49.0549210122609,-50.22775148930706,-52.178387822325185,-49.184497401537406,-50.05793126873784,-50.471412094294934,-49.271962919060115,-50.7720966963053,-49.22433025102831,-49.49561924231183,-50.187345236776785,-49.227642496231155,-50.596380841894664,-49.63891472002729,-48.77225910975983,-52.02025049841073,-52.39069732826895,-51.30172006324572,-48.70134222270946,-47.670039306948965,-49.56048523890719,-48.29340473353893,-50.64121374715341,-48.82566083241952,-49.19583947361669,-51.49796518726066,-48.910757061510935,-49.33206406251185,-48.884547060843936,-50.33329287697734,-49.09316289594665,-50.62759695885751,-50.82769074602727,-50.33978965909301,-50.26610287829152,-48.831729832755386,-51.64265699574397,-50.36700349954597,-51.789869409371924,-50.28361816972584,-49.26918905280582,-51.5242811312301,-49.1406208814795,-49.23688815182823,-48.291402335057626,-49.98418044716661,-51.66096411910497,-49.293017392622126,-48.814822120460484,-52.272655966339194,-48.5868591788385,-49.01872651562295,-47.95609516741148,-49.98625608785446,-51.548465006655974,-47.59909691237425,-51.74223915349569,-51.481629998495094,-49.11637224628847,-50.436281180348,-50.26349172429672,-49.176000522803406,-50.46728584127728,-50.22759478067777,-50.19303865328592,-50.34520986714666,-51.2533663420449,-49.5915450786643,-48.575337952826274,-49.12977852623167,-50.492952086157636,-51.08154151826896,-50.13249362170209,-51.173206380367674,-49.89130689117631,-50.11605944491109,-48.6843441390179,-50.735788489993034,-51.02363598718008,-48.35716764448075,-51.02663525298492,-49.78062449473408,-50.86592501119495,-50.131144695863014,-48.95419686463291,-49.45046352764641
205.05050505050505,-50.54698244484878,-48.60130878014542,-49.94534248303854,-48.910501005102056,-51.562599079578696,-49.43938820960107,-49.26150163338035,-50.36044872237281,-50.82825970391213,-49.470941235503,-49.173352170079696,-49.12947823823794,-51.772335636114676,-49.76746302736003,-50.956913471071275,-49.68100223287058,-50.080412770583386,-50.92641341092398,-49.66618307649712,-50.114081057387004,-48.922766543055786,-49.436923950015185,-50.24848081981258,-50.082293009008545,-50.71701621810637,-51.9077853453374,-49.67475449843788,-50.88002557970095,-50.505220035326936,-50.979828564365725,-51.32391019242325,-49.45551196700818,-48.57712001926972,-50.83154360862455,-48.13757867123833,-50.59506383778058,-50.24406633877188,-49.893825993443215,-51.22998808596522,-49.503453472567024,-50.591242786015826,-50.28509979847797,-48.848130590754394,-49.86922614733593,-51.241203647389824,-51.026727329861416,-52.166227676793355,-48.50149372168323,-49.513205494657015,-52.46184573203616,-50.270461431236505,-50.88575213064963,-50.19143386340986,-48.93482181162658,-48.74998904695722,-51.26208799765669,-50.20294729872186,-49.716857520992995,-49.51097314898885,-49.16006838125379,-48.301226178379395,-49.27599758137895,-51.00634103628969,-47.37839260468896,-50.17383247207694,-50.047956744747566,-49.69021305715249,-52.97010025669525,-50.475636212418145,-50.313364281437245,-52.68894205596314,-48.01245853702315,-48.05587703109191,-50.893502403161904,-49.55000400128073,-50.76645719280056,-50.239905372228996,-50.366743743238345,-49.66348745157776,-51.164073326105864,-49.583368068873924,-49.1087451418233,-51.62234873625769,-51.515445659412386,-50.40105857494564,-48.310497529009105,-49.72380637390528,-50.01503093704632,-51.7986093913015,-51.72406595822214,-49.435016170088005,-50.361779935400534,-49.69413163642517,-50.140673938263355,-49.73024628468958,-48.96737317664084,-48.3406529472547,-49.22394849303735,-49.36070002365685,-48.70869937606782
209.0909090909091,-48.85369650348729,-49.28165190396368,-50.12915744436209,-48.796462403376275,-49.61450877906216,-51.335461035759046,-50.62706522958534,-50.37498080382562,-49.70878280882045,-49.03920962975053,-50.05770400501575,-48.95800410048527,-50.53716739988133,-49.12942999341032,-48.634180734030494,-49.042220721313484,-50.688209110699205,-49.70129956791476,-49.75815671289963,-48.72435296870903,-49.300325725314494,-49.54617617270711,-50.21878263467479,-49.86837175951709,-49.570037397670966,-51.07589877488427,-48.95400838244157,-49.76939197834372,-48.901002674327984,-48.27761872031822,-50.11453508412648,-50.30324475576852,-49.769734604992465,-50.558257910345276,-50.286605518150495,-49.11367642275352,-50.21325155918358,-49.524274699774985,-50.97209695651968,-49.27150234365159,-51.08341115812319,-50.97421449707327,-51.182645920755796,-48.980910758542194,-51.54360015140923,-51.01532923058708,-49.353634386870745,-50.805110405999905,-50.8406412856258,-50.16396795173137,-49.86576818753631,-50.09969634985378,-48.160489617237225,-51.077999312147064,-49.88425778993259,-50.286326591496575,-50.64834740858443,-49.72720296155437,-48.33009208338976,-48.846269323654106,-50.016944252980934,-51.839604516913035,-50.006990398880646,-50.4373355566947,-49.62253477723785,-50.758707764209525,-51.35959092919823,-49.81217890961512,-50.921405840297844,-49.057984872236496,-49.89758616039326,-50.251136936300426,-50.69127359756443,-50.32823059437528,-49.38511688014648,-51.882875934184526,-51.23519134369384,-52.059254924021545,-52.324892571133645,-51.24088159558164,-50.30261437929169,-48.4460346340337,-51.31643034393747,-49.96088536600356,-50.75674282455894,-50.886203576212175,-49.173399938466126,-49.83166692607219,-49.12009163177988,-47.95128271382967,-51.02861999469891,-49.6898631261798,-50.506360362643996,-51.69706506542621,-50.295592123475956,-49.92913449797369,-50.53294818305529,-50.76224670171101,-50.509695334665224,-50.35906416304801
213.13131313131314,-49.14587522087979,-49.37650732735577,-49.30852365438448,-49.44864484050011,-48.62436120962903,-49.98464010151553,-49.15166037915468,-48.97140525505141,-48.231924113059996,-49.79338376596187,-49.99315113769091,-48.827694453032656,-48.65983604151084,-49.87734333938086,-50.72893101122099,-50.04846297708735,-50.957089457981176,-50.60940150768722,-48.8236190149655,-51.09272031757619,-47.56768206841395,-50.26805519525574,-49.5530764555279,-48.430643858132434,-50.24995884941825,-51.24583492422862,-49.471834701674894,-49.471176082330224,-49.29172240714483,-49.817364078423985,-50.98003124770678,-49.693600662340906,-49.55120671342131,-50.05213790643287,-50.92814702372569,-48.25405174481058,-50.12897171519422,-49.79789485434829,-49.980913755007265,-48.17757618216683,-52.09283619539829,-49.919926162476536,-48.31420135531949,-50.19837308920283,-50.41497054655024,-48.87059228273551,-52.58758843289675,-50.1609421909191,-50.301362858679994,-49.32834907261477,-47.74476695851177,-49.15180405531135,-49.115519069447366,-49.99373918959413,-49.81574106201421,-49.557923783700936,-49.09074772645516,-51.68746344369815,-49.54610769415086,-47.78175546686798,-50.2003433622657,-50.22605253564866,-50.82573014104702,-49.89117446495404,-49.39251616390499,-50.03718320728084,-49.377095283548876,-51.1280034631971,-48.53265699394748,-50.401994657429455,-49.200829678565995,-51.13812854895527,-52.29810523512125,-51.06759205820081,-50.01404033868768,-50.44969719986786,-49.055763121,-49.29861889443718,-49.813189811491924,-51.80966537656617,-49.510104686844244,-49.98748571354846,-50.166499787313334,-49.4100212304189,-50.98280193097936,-50.49055379610534,-48.09175015869122,-49.29822553674284,-50.47419140087363,-49.54908103753959,-52.141709294161615,-49.90385779779029,-48.907367355430665,-49.7604984090853,-49.50040375634272,-51.86192364003826,-50.34351408397801,-48.94968370100406,-49.88430194447542,-49.8100153302124
217.17171717171718,-51.644091222273225,-49.675323542414304,-49.4405003129363,-49.411808228755845,-49.32249914252513,-50.423929775642655,-49.30481507732089,-50.106764905280095,-50.9757941107763,-49.22106017853979,-50.39230838955363,-48.562893836537846,-49.001045822442,-49.494971323153095,-50.127286180099,-50.59381404740969,-50.70818989496961,-50.68578998355987,-51.81609441790188,-47.20808433298207,-51.24293390117175,-51.14930140085082,-48.609455454244966,-48.123321194112165,-50.32693360164528,-48.88875908859325,-49.182282737700476,-49.56455544366697,-49.92816597231279,-50.67979180490008,-51.23027144655306,-49.76774751088567,-49.050123975033365,-50.7640990347757,-51.349326847361624,-51.48517924506343,-51.06284828788385,-49.3281828149653,-49.78642611488802,-50.50474470279679,-52.10058255525843,-49.026723733623406,-50.41262159746999,-52.17929642746918,-49.41472338590511,-50.22035162621169,-48.0340745645413,-49.876528036268546,-51.365333281842645,-50.49678532835081,-50.0814867716848,-50.3281420293309,-52.090454180436765,-50.85304463629165,-49.45501958771095,-50.627204395394614,-50.38611866129737,-50.82280021390683,-47.446003520304465,-49.600155403044546,-50.24899583428582,-51.256850437083145,-50.342041234805755,-50.70873063510531,-48.13749186451993,-50.107373880793276,-49.73058360609294,-49.23186294572206,-51.3821789449359,-50.434499810043405,-51.62397405706628,-48.7729189567064,-50.60159609003478,-49.38535284841368,-49.77193426654156,-50.864791473950156,-50.07287434246922,-48.30432730653578,-49.25688804198931,-50.26526779798145,-50.85870319314182,-49.6118553510434,-49.76707632961248,-50.27861297723556,-49.96954620689215,-50.16245425775764,-50.14060345932393,-50.541305194995985,-50.692155874983605,-51.658217845527595,-50.41634382198899,-50.343893356152655,-49.59289218636853,-50.746819647321175,-48.461994206507285,-48.17439683419434,-48.04419276341881,-51.11392908448149,-49.00514553989939,-50.566131084424434
221.21212121212122,-53.38377580882276,-50.667477203400885,-51.39346123770913,-50.13338266489072,-49.972346995102384,-49.817926478986315,-49.73907320082321,-50.16371678836022,-49.62372865741871,-50.08534803105669,-50.01849974718985,-49.139834361615236,-49.978733558159824,-49.78962798807565,-49.25285939801099,-49.851730570271435,-50.684900929950565,-49.638812592125966,-50.14703857121648,-50.71937890546059,-50.31580832334232,-50.22701271084892,-49.983809600051906,-51.418104992920284,-49.78284438341254,-49.08276669966477,-50.73946419028842,-49.56660355877138,-49.3509073087699,-49.10290646903475,-50.54674260447757,-52.21681656217039,-49.1929295440843,-51.41084495874847,-49.96763267073367,-51.55253096692857,-48.52508099624649,-49.736787467566025,-49.033824055589854,-47.992888386653235,-50.24187071069207,-48.44403018444491,-49.92409714795641,-50.64984098614446,-49.78243599750315,-49.477372072217484,-50.850838222176044,-49.13296844146013,-49.828185640853604,-49.628400123355995,-48.51712168930099,-49.38167756577205,-49.281473278904144,-50.24463946848155,-50.87676861420978,-47.91493794324838,-50.17060246439602,-52.220071894673794,-49.5372718454808,-49.96571171824705,-50.33229300898345,-49.29260967523579,-49.92392538359035,-50.346264642025965,-49.37231232230961,-51.431305994285985,-51.45944101776087,-50.50595237684219,-50.00247596397623,-50.194311886411455,-51.157199033819936,-50.059439772805554,-49.026984244179275,-50.98577026017769,-50.40870700902435,-49.8755106318879,-48.022140880500835,-49.56714462422637,-49.24182799154541,-50.1666210864887,-50.174767622527625,-49.88994549986239,-52.119655283104194,-50.52134811159841,-51.4298544233751,-50.379635002857036,-49.47323708154832,-49.57395210301049,-49.26894590537659,-50.813363904015034,-50.531791490184396,-49.7122056417638,-49.12680255845171,-49.58458031325605,-48.84839567796737,-51.97555400323072,-49.10581049501582,-50.880509315132514,-48.84285352796034,-49.81332781099173
225.25252525252526,-50.435581209662914,-49.48465544095785,-50.198673615778155,-50.4273787431064,-50.82806482514884,-50.008740385336736,-48.8575279066658,-48.799534451946386,-49.9610922397531,-51.38079902977805,-49.73168355949273,-50.19471993565593,-48.450069414287334,-50.36404879179672,-51.48060888215955,-49.86898719367267,-49.53927309783943,-51.057833079452244,-49.16447014968244,-49.660114310240985,-49.54744555799007,-49.92058852635283,-50.2636684102654,-50.10042416889305,-50.1602072732262,-49.82081163955095,-51.05429197704408,-49.67588323523302,-49.4446659829729,-49.66370838120828,-50.893362228264365,-49.2264586213704,-49.13339055847203,-49.294092928305176,-51.431469415267294,-49.40329049353908,-51.147023136491356,-50.12478813591802,-51.429529834372076,-50.00294314638567,-49.17034022374816,-50.833205954737466,-49.702945711152445,-49.1218770742796,-49.30610176715161,-51.04734744353028,-51.451712156509316,-48.7522143168575,-48.23673874046333,-50.22793607081948,-48.62176184984461,-50.600334122677125,-50.871595572891,-50.89213532339448,-49.9937132062559,-48.93558508067486,-51.1416743557006,-50.72607338329931,-50.85234804464651,-50.04814295854528,-51.74082926959619,-50.15823145400907,-49.22127121659693,-52.65382441609037,-49.161013590208924,-51.245508494219685,-50.27509364286495,-49.90032889363606,-49.88325408147263,-50.46070943795926,-47.56699489960522,-49.548178941471114,-49.75497872299632,-50.80048785287499,-48.635775451612794,-50.83385089001846,-50.92759477695175,-51.2445262666603,-49.75461295071777,-49.40018905318681,-50.16951029340212,-51.119513418350905,-50.870321969022285,-51.69181415901064,-49.90097027216468,-50.180635851334145,-50.14083894532629,-49.699633738529386,-48.43400810074951,-49.99114565501944,-49.45626144453311,-48.50240879227502,-50.41446626760587,-49.69109544307873,-50.13932385804666,-49.12148371589353,-50.42444011402077,-49.5165917139974,-51.10935737027279,-50.23173922251773
229.2929292929293,-48.023475226075576,-50.40406469654161,-50.49339652850652,-50.3206484758473,-49.360264491758805,-50.78922279131292,-50.7516267713408,-50.942601272644524,-50.77920917103193,-51.024104182010404,-50.86354967076398,-51.13443712928686,-49.49606904793698,-51.07554623139728,-47.95086162609841,-50.43119847437954,-53.6524881067165,-49.63003959378746,-50.654898669798854,-50.40334084939495,-49.56704692152149,-49.568389352043496,-50.640334041253475,-50.04723516339971,-48.316951665804524,-50.6469919093075,-50.44748320672916,-48.474473348648864,-48.85100361713521,-49.582920880270606,-50.98979159423996,-48.505125413533,-50.367488604906725,-49.41330448244398,-50.21705357325672,-49.40756313080456,-49.0616904670699,-48.62582990736491,-50.56669009947565,-51.181571220566866,-52.17044896398097,-48.91261832533715,-49.237966078765716,-50.73818929783734,-50.53698993290083,-49.46055226539288,-48.64658744810042,-51.29563156536166,-50.90685454343358,-51.52743353671672,-49.21232899660427,-51.86819298747523,-48.260621328852764,-50.7139012336596,-48.85649857290165,-50.025172507936404,-50.056249252067275,-50.60498486727617,-49.878393007750056,-49.42860449843631,-50.96240886720617,-48.5633597581035,-52.536649529089054,-49.32750084597117,-49.411784632400725,-49.947672393359284,-49.76568654195396,-48.426921629144864,-51.23383755060793,-47.75487745796116,-50.45833646536117,-49.94590821321162,-49.565809988850006,-50.3042776779965,-52.21221325252456,-49.52746150590968,-51.9716638407995,-48.322387807273785,-49.2160121379696,-49.32031845742397,-50.57426888496743,-50.073148030577805,-50.82433299613578,-50.16199815148236,-49.95409008844625,-50.52994192275489,-49.1445949996574,-51.798699817865156,-49.92361128173102,-50.06449070738446,-49.31118732589487,-51.72512347820703,-50.607699058141804,-50.406149581231645,-49.5880942530804,-50.700716208236535,-49.25439407675015,-50.11852195099896,-49.483367385064355,-53.00179608288529
233.33333333333334,-51.30061337093905,-50.95617984180383,-51.015937944508295,-49.20916435224734,-50.97014116740901,-50.1595966844208,-51.049324114251796,-49.171524188337266,-51.17564424113009,-52.23234318920721,-49.92474549465513,-50.23047897493117,-48.86364063304709,-47.96090272920185,-50.11795417400055,-50.01770361464955,-48.66546881626821,-51.21868311886157,-48.96970349728599,-48.31498405315639,-49.10486944860047,-48.4193256500318,-50.34423205864644,-47.28137661535316,-50.189516210294855,-50.35311403462164,-50.03392955977769,-49.63090808586551,-50.86993574777609,-48.805151541664465,-51.23702081686888,-50.2385376604635,-50.641519605318116,-50.43554818889344,-50.90563898391311,-49.010379560473005,-50.54783192521139,-50.032446331259855,-49.1288487508042,-49.61182283132479,-51.43999798632613,-50.56479493392385,-50.02565147183482,-49.12659804216977,-51.81502447450984,-50.924489177648276,-48.933175497256066,-51.5576019180981,-50.15861627330035,-49.19970791217634,-50.829898567642616,-49.888951412198004,-48.348599085276334,-51.549434269476386,-51.53882222322607,-50.990540729473665,-49.829476965676015,-49.16290801048287,-48.193671433294725,-49.262005179569236,-51.17410168607071,-48.960152845083755,-49.87333167958909,-49.70324188953954,-52.03586610002069,-50.94207697036528,-51.428400076553146,-49.70906073054697,-49.42374878134835,-50.68614884903538,-50.48561493624314,-49.44582509576842,-50.17204677597539,-51.40225384376166,-50.02545126522835,-49.41428511025049,-48.08376237377103,-48.4759384594707,-48.9390215527836,-50.5085925601039,-49.11187852075582,-48.533155536971854,-49.39806982726809,-47.96805503563317,-50.576194563203806,-51.384717974918765,-50.1879944404094,-49.6776384755579,-49.83261754648082,-49.42442680272794,-49.79683191482147,-49.71440200402443,-51.35750971975028,-49.77159688846353,-49.789503958269,-48.85168638217877,-51.57497417629642,-49.97171557861589,-50.38099725860334,-49.695374430911045
237.37373737373738,-50.61374279938167,-51.3449337672186,-50.60361952885049,-48.63825387152675,-50.27800024226814,-50.286734744306365,-50.478032249076875,-50.79607440725343,-49.49930955062669,-49.82424933893306,-50.197974846719944,-52.309060827383526,-49.75651391413148,-51.74627043600048,-50.03760972731634,-50.62487271153708,-48.94478012524191,-51.73984207839801,-49.58734398522723,-49.38006526357731,-50.6435986766534,-51.76839412474338,-52.30083840488891,-50.57704376364703,-51.03992782080329,-50.01464731457679,-50.147307957201846,-49.37700625731347,-48.81867818178487,-49.342397056114244,-50.04736559171711,-50.71756558328929,-47.752008281964315,-50.572137957686685,-50.15132233733502,-50.45369090346736,-48.133076738913445,-49.95111454342804,-50.40401162547331,-49.243691821341535,-49.99457177058687,-50.68700915379889,-50.471694426308744,-49.90008972492285,-50.991536528253015,-48.78296583681141,-49.307495583453786,-49.592209832322354,-49.722805528720606,-50.12949498020637,-50.29614576956994,-47.93558894225711,-50.61313910845333,-49.20783371664726,-49.79423853338371,-49.36924780865726,-49.36832590258882,-49.86173821018702,-49.08427244542355,-50.90943305149432,-49.06151288032568,-50.12914868161709,-49.31001222205292,-49.55489956363446,-48.74100355290727,-48.72058465183038,-50.66996959351409,-47.877408013735334,-52.47224700817276,-52.901312483646606,-51.149864393735186,-49.66091398800675,-49.36855107138399,-49.751595673159734,-49.89916826837347,-50.193858736582435,-50.638936950333814,-50.47489427286658,-50.360979627389035,-50.18670773702368,-49.79363153985709,-49.36878790936147,-49.72381593927736,-51.58472045390835,-49.41658827209338,-50.3294507968713,-51.82067459053311,-52.30755976538869,-50.114593628241565,-49.42468494053504,-49.838178175046856,-49.92050953488567,-49.29498825921561,-49.64588010159881,-50.92498214188774,-48.34494314574921,-50.300270629189534,-50.1320669787488,-49.53508381069909,-50.24477613752649
241.41414141414143,-49.273935373683315,-48.38397478937559,-48.04457784438251,-48.67991779419296,-49.65284786097883,-50.05486364389865,-50.64439343037085,-49.977001905557756,-49.05917815300947,-48.81037507145774,-50.682816120431944,-49.883465552118516,-50.1477764898626,-49.516862314819235,-50.67349737477018,-48.62273065666592,-49.46638882908336,-49.974469902340275,-50.476936853676904,-50.71997479366833,-50.78581356235845,-50.069720310117205,-49.91139697285623,-49.33936661676789,-49.56074155133065,-49.157439416976345,-49.219594726721795,-50.86433005486069,-50.92512286971471,-50.5147580398981,-50.40338272424543,-49.10553668540153,-50.73341192567819,-50.88612359824112,-50.17467051318288,-48.74497442144478,-51.012951173840804,-49.60621439482093,-51.072152475473835,-48.91456663387881,-49.184536278988226,-50.428437213990286,-50.04808443166751,-47.119749613975365,-50.79571141988258,-48.6209549646595,-51.53979163902358,-50.14510263418816,-51.918190096773436,-50.75020067640189,-49.84106907549655,-49.966541859224144,-48.27827021084325,-50.63622964633299,-49.74977691403772,-50.75416363028901,-48.424403781966575,-50.940353011914524,-51.585146066518256,-49.29066813108692,-51.693560298808414,-51.50193506682503,-50.216509939813015,-49.53040953287941,-51.68801143493162,-52.895405423456296,-51.1641899442845,-49.922187813338596,-50.36155188525357,-50.552561993359596,-47.91930062059616,-49.89466233321,-49.873892616842994,-50.08938310006875,-48.12691705702032,-49.74034441409124,-51.87990086171493,-48.945776272265974,-52.38670477974178,-47.99942533289744,-49.88391399122401,-49.162796679265234,-51.23759561546732,-50.38870817426957,-50.34765283107108,-49.36389863815045,-49.86468130487766,-49.30475062256089,-49.28547065562606,-50.65394512107168,-50.03411407520106,-49.228405534038835,-50.12351113071854,-50.31243898265772,-48.22451736119371,-51.09823453867479,-50.866963895304714,-50.72204994996693,-50.12519520333945,-49.90675376420047
245.45454545454547,-50.625589610048756,-48.2992513039604,-49.64421352976695,-49.89029796724756,-48.86189242856171,-50.64525316218924,-50.82939120146854,-51.01341744515669,-47.828525190722615,-49.593035499799896,-48.135283870278116,-51.18308853115308,-51.03236864158904,-50.17321176196083,-50.245175515627835,-52.076398474167874,-50.705499070179165,-49.629664635765764,-49.43550271524698,-50.5167543932019,-49.45450234934086,-51.208275282468406,-50.87815699204352,-48.52027988914156,-48.679179261805494,-49.66974506942903,-51.71493087263751,-46.80100560622661,-49.68253103805019,-49.53919135942222,-52.20578131517694,-48.053346470403156,-48.46309560306557,-50.54696233720878,-51.47657112570068,-50.95213734004399,-48.87379211687144,-51.541601300415635,-49.75954491739875,-49.26651643875523,-49.4835363531943,-51.00478116883617,-47.84235262709786,-51.27852680039138,-48.837452851734135,-50.620202450604985,-48.929824092995645,-48.38657426108789,-52.11587254985065,-50.22364839488734,-50.04835278178294,-49.72940624985026,-50.10559405846425,-50.03872486292977,-49.242502512667265,-50.62157951242868,-49.82356245034168,-51.59257688710816,-50.63895656423804,-48.43859659127483,-51.44559873809476,-50.84612481920059,-50.12923234870352,-50.57213575053706,-48.582786241753844,-49.30405901371142,-50.634147644779375,-49.89182465954305,-50.24395482430826,-48.428948933500855,-50.928673810707245,-49.232585481206975,-48.41565031259577,-50.454768661753874,-50.22752724593712,-48.1338625787973,-51.863699760151924,-51.22911302695822,-50.37638541211736,-49.31477282489691,-48.77509670093411,-49.88683039414554,-51.87220023863887,-48.90293625034101,-49.244823587319104,-49.654110621089494,-49.59608312633628,-47.713655028117245,-49.61374802774474,-49.635839767373,-49.35493032172783,-49.72912487172014,-51.280832848628094,-49.392516621785646,-50.42684689189794,-49.73811991350121,-49.19100500735755,-48.603534149128514,-50.21589264950476,-48.82177639623435
249.4949494949495,-49.5879243899386,-48.83023972987006,-51.30521139207042,-50.17021615988875,-50.47584048527193,-49.27109785769264,-50.42377338405049,-48.98540989423686,-50.03300450881793,-49.97630593511763,-50.30793652171787,-50.628644352272396,-50.450994903191926,-49.82006190443054,-49.748525789254025,-51.01244076742436,-50.70620963095943,-48.898984847319035,-49.09513624853579,-48.316501410386486,-49.45370721982298,-50.50538235237296,-48.658446684936145,-50.33856760447358,-49.90398432207257,-49.93133164424504,-49.19792588942242,-50.03054459376146,-50.43304629073317,-49.93969990798032,-51.11035693297857,-49.67209745292763,-50.71437954576267,-47.589844018360914,-51.384391099647694,-50.8885267248751,-49.08122134489744,-50.22652537468991,-49.81306653243957,-50.51054196177441,-50.18019700843012,-49.9345635601152,-49.18184941117955,-49.33721296036205,-49.48523367813146,-48.304407611499364,-47.59940247558743,-49.60527146129142,-49.63715328342596,-50.56591358619361,-50.165376093914546,-50.91997792141511,-49.11108098835085,-51.690322948823486,-49.26408961209234,-49.71997671523188,-50.00550195911272,-50.954135853584184,-49.90815117209806,-49.36194803580855,-50.95452696216948,-48.509608854918575,-51.248496792334535,-50.94013555914412,-50.07428066728806,-49.85373625147862,-51.09772660733995,-49.55778400693798,-49.323509599227755,-51.00625338688615,-51.26421729724249,-51.071178689310045,-49.11397297876205,-49.056071391867285,-48.42452278011946,-49.26739376273699,-51.52393037906062,-49.87062296951577,-51.70548818972809,-48.56293778257028,-49.229464800621805,-49.81589558441058,-49.33492588517053,-49.27854865146942,-48.772789331674744,-51.0020234021329,-50.433602620619695,-52.140376980783046,-49.098397076452095,-50.195052876920236,-47.901217367891526,-50.63894938484793,-49.37910457349199,-51.86836294047364,-50.25126459889141,-50.51944460688899,-50.070235534319565,-50.06426415192205,-50.92204728479233,-49.81956430423505
253.53535353535355,-50.2838301870099,-50.84486416948639,-49.53713287499019,-50.686212333198014,-50.005840530640775,-49.908949326113984,-49.929410231305,-51.86764507951774,-48.1817117707284,-51.837363982982545,-50.78852980541759,-50.144150007915194,-51.074108888276264,-47.81454792932698,-50.28225983069019,-50.98034323797485,-50.12619115020964,-49.309473202715395,-49.0136370537412,-49.349098342035546,-50.57704853470304,-50.133780317090206,-49.82962159146789,-50.0026507357673,-49.69536496543523,-48.92821946223973,-49.9451633562673,-50.93166085419155,-50.057707800312755,-51.17908559145315,-49.06459589583817,-50.28448993130509,-50.79213895315468,-49.47617231194589,-51.488084257287824,-49.23280247284558,-48.605954122013664,-49.83413196677446,-49.39161472713963,-48.42386877327799,-50.2659673047959,-49.43075892542353,-49.583311874630795,-50.839192421114156,-49.83469693219717,-49.852976220874325,-51.05730127849339,-51.094372998929735,-50.565961830190034,-50.45363732370112,-50.1487346650159,-48.17840696317432,-50.31127936842963,-50.78451080967677,-50.33547319190786,-50.22460944549713,-49.6465478523596,-50.588821383105376,-50.27230916484809,-48.990009614498604,-50.32118858470297,-48.54523910741041,-48.826190846708,-49.64720430614129,-50.435879326212095,-50.520354735970024,-49.85336869466507,-49.85664547129433,-48.65686420359149,-49.37503561495337,-51.31562087651478,-50.5004265384815,-47.28988756324031,-49.78004535576826,-49.80494511204264,-50.55410587839113,-49.985823706084076,-50.139725469098785,-51.02579094619118,-48.247427258723576,-50.03442297291869,-51.02550310113343,-49.94771741595126,-49.84171487749457,-50.732747385508965,-49.93613638702885,-49.074876016633986,-50.925791341422375,-49.43224304613777,-51.295882644835714,-50.29202265352711,-49.64668901343689,-48.766986834313336,-50.28097427680182,-52.424357910261065,-49.23176289657596,-50.24993409485745,-49.563204436084824,-50.61740169527531,-49.150630781531156
